"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","visib","wdsp","mxpsd","gust","prcp","fog","NUM_COLLISIONS"
"381",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,47.7,41.5,9.3,12,15.9,999.9,0,0,237
"382",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,40.3,31.1,9.6,11.6,15.9,19,0,0,229
"383",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,29.7,22.4,5.4,16.2,21,29.9,0.1,0,305
"384",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,20.4,1,10,11.6,18.1,22.9,0.01,0,289
"385",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,30.5,18,10,9.9,20,26,0,0,278
"386",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,48.9,44.9,7.5,16.9,21,28.9,0,0,267
"387",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,50.6,45,4.9,21,32.1,44.1,0.17,0,279
"388",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,34.1,21.3,9.4,12.2,27,34,0.19,0,237
"389",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,27.9,9.1,10,16.5,27,41,0,0,245
"390",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,44.9,42.6,7.7,8.3,18.1,999.9,0,1,244
"391",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,49.5,47,4.9,16.6,22,29.9,0.3,0,253
"392",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,36,21.8,10,12.6,18.1,24.1,0.06,0,223
"393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,36.6,30.9,6.5,11.3,17.1,28,0.19,0,251
"394",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,30.5,23.3,9.4,12.7,21,28,0.55,0,247
"395",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,34.9,20.8,10,13.2,24.1,31.1,0,0,244
"396",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,31,9.9,10,14.4,22.9,31.1,0,0,278
"397",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,31.7,13.7,10,8.3,19,22.9,0,0,248
"398",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2022,44.1,34.3,9.4,11.1,18.1,26,0.07,0,246
"399",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2022,40.8,29.5,9.3,11.1,20,28.9,0.11,0,318
"400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2022,28.2,10.2,10,13.7,22,35,0.01,0,328
"401",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2022,34.5,16,10,9.6,15.9,20,0,0,259
"402",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2022,46.4,42.9,5,13.6,21,28,0.01,1,237
"403",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2022,49.4,46.9,3.6,15.5,22,28,0.04,1,329
"404",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,46.5,30,8.5,18.1,29.9,36.9,0,0,259
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2022,38.5,29.4,8.3,6.9,13,20,0,0,286
"406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2022,40.3,35.6,9,8.4,14,18.1,0.24,0,268
"407",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2022,39.8,34.6,9.6,5.2,11.1,999.9,0,0,329
"408",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2022,47.2,45.5,4.1,12.4,27,38.1,0.12,1,253
"409",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2022,30.7,15,8.6,22,29.9,44.1,0.89,0,274
"410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2022,40.7,28.9,10,13.2,22,31.1,0,0,311
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,45.2,40.2,10,9.7,15.9,999.9,0,0,295
"412",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2022,45.7,39.5,9.5,7.7,14,999.9,0,1,311
"413",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2022,46.1,43.7,6.2,9.5,14,999.9,0,0,279
"414",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2022,50,47.8,3.6,8.1,13,999.9,0.15,1,362
"415",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2022,48.9,47.8,0.7,10.6,17.1,24.1,0,1,287
"416",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2022,51.8,48.1,4.4,9.8,18.1,25.1,0.14,1,259
"417",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2022,48.7,36.2,10,14.9,22.9,29.9,0.02,0,292
"418",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,46.2,24.9,10,12.7,18.1,26,0,0,290
"419",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2022,41,24.3,10,9.2,18.1,25.1,0,0,273
"420",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2022,43.7,39.1,5.3,16.4,28.9,36.9,0.52,1,266
"421",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2022,48.4,46.2,4.9,10.8,19,26,0.51,1,307
"422",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2022,47.1,41.2,9.8,10,14,999.9,0.04,0,288
"423",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2022,45.5,37.3,10,15.8,21,28.9,0.02,0,267
"424",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2022,34.1,13.6,10,15.1,21,31.1,0.01,0,299
"425",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,30.5,9,10,13.8,17.1,25.1,0,0,272
"426",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2022,38.1,14.3,10,14.7,20,27,0,0,285
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2022,49.2,42.6,8.3,14.6,22.9,32.1,0,0,281
"428",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,53.1,49.4,4.9,18.5,28,39,0.33,1,290
"429",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,45.2,28.3,10,16.5,25.1,31.1,0.13,0,277
"430",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,44.5,38.3,9.8,8.3,13,999.9,0,0,257
"431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,45,35.8,10,12.3,18.1,22.9,0.17,0,289
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,46.8,36.3,10,8.3,13,999.9,0,0,252
"433",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,46.9,44.3,6.8,12.5,20,28,0.31,0,253
"434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,49.3,41,10,14.3,20,32.1,0.2,0,283
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,50.5,46.7,5.8,18.7,26,36.9,0.08,1,343
"436",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,48.8,44.2,8.9,9.3,18.1,999.9,0,1,293
"437",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,49.1,37.9,10,12.4,20,28.9,0,0,285
"438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,48.6,33.1,10,13.6,17.1,27,0,0,283
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,50.8,44.3,9.9,10.6,15.9,18.1,0,0,312
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,52,43.3,10,7.1,13,999.9,0.03,0,296
"441",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,54.3,50.6,6.8,7.6,14,999.9,0,1,331
"442",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,52.3,42.6,9.5,11.4,15.9,18.1,0.07,0,292
"443",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,53,45.4,10,15.2,19,24.1,0,0,282
"444",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,48.8,39.8,9.6,11.9,22,28.9,0.21,0,241
"445",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,47,31.5,10,10.6,15.9,20,0,0,239
"446",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,49.6,43.5,7.3,25.4,41,54,0.64,0,256
"447",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,49.7,34.5,10,18.4,22.9,29.9,0,0,282
"448",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,47.7,41.6,9.8,9.5,15.9,999.9,0,0,237
"449",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,55.7,44.1,10,11.8,15,19,0,0,276
"450",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,49.6,34.7,10,6.8,11.1,999.9,0,0,285
"451",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,48.7,35,10,9.7,17.1,22.9,0,0,271
"452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,47.8,34.1,10,5.5,11.1,15.9,0,0,256
"453",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,49,43.3,10,10.1,15,999.9,0,0,244
"454",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,55.2,47.3,9.3,12.9,20,28.9,0.01,0,314
"455",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,48.5,28,10,15.6,21,28.9,0,0,348
"456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,49.1,22.6,10,15.2,21,27,0,0,361
"457",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,48.7,32.7,10,11.4,19,25.1,0,0,321
"458",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2022,52.2,40.4,10,7.8,11.1,999.9,0,0,278
"459",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2022,49.2,43.3,9.5,10.9,17.1,21,0,0,282
"460",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2022,51.3,45.7,8.3,12.4,17.1,22.9,0.56,0,282
"461",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2022,52.1,49,7.1,8.2,17.1,999.9,0.01,1,251
"462",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2022,55.6,48.8,8.3,9.6,15,19,1.58,1,351
"463",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2022,53,47.6,9.8,5.9,9.9,999.9,0,0,365
"464",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022,50.1,46.4,8.9,12.6,25.1,34,0.43,0,293
"465",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2022,48.6,37.7,9.9,21.5,29.9,40,0.07,0,260
"466",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2022,49,34,10,24.1,31.1,42.9,0,0,295
"467",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2022,50,38.5,9.5,23,28.9,38.1,0,0,296
"468",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2022,49.1,45.8,5.9,20.3,25.1,31.1,0.16,1,300
"469",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2022,53,50.5,4.3,11,20,25.1,0.03,1,308
"470",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2022,58.6,56.4,2.4,6.5,11.1,999.9,0,1,332
"471",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022,60.3,58.6,1,7.7,11.1,999.9,0,1,277
"472",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2022,57.9,56.4,2.4,6.5,11.1,999.9,0.34,1,306
"473",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2022,55.8,54.3,0.9,8.8,13,999.9,0.31,1,298
"474",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2022,59.1,53.2,8.4,13.6,19,24.1,0.06,1,315
"475",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2022,59.2,45.4,10,11.5,15.9,21,0,0,336
"476",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2022,53.9,50.7,8,9.9,15.9,22.9,0,0,321
"477",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2022,54.7,52.6,6.6,7.5,13,999.9,0.27,1,324
"478",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022,60.4,57.5,5.8,11.3,24.1,31.1,0.5,1,349
"479",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2022,60.7,57.1,6.5,7.8,11.1,999.9,0.48,0,319
"480",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2022,61.2,53.5,6.6,13,21,27,0,1,334
"481",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2022,56.3,46.5,10,9.1,14,20,0,0,278
"482",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2022,53.6,41.6,10,7.7,13,999.9,0,0,304
"483",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2022,54.7,47.7,10,7.7,11.1,999.9,0,0,310
"484",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2022,61,58.3,6.9,12.3,17.1,999.9,0,1,315
"485",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022,61.8,60.5,1.6,13.5,19,26,0.02,1,293
"486",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2022,63.8,56.2,8.7,7.9,11.1,999.9,0,1,282
"487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2022,60.6,56.6,8.1,7.6,13,999.9,0,1,255
"488",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2022,64.3,57.4,9.9,13.3,18.1,22,0,0,354
"489",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2022,57.9,50.6,10,5.9,11.1,999.9,0.04,0,312
"490",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2022,60.9,55.8,9.1,7.5,11.1,999.9,0,1,317
"491",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2022,60.4,57.2,9.5,7.8,14,999.9,0,0,320
"492",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022,59,55.7,6.5,8.1,12,999.9,0.01,1,300
"493",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022,62.6,51.2,8.7,8.7,15,999.9,0,1,299
"494",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2022,63.2,52.3,10,6.1,9.9,999.9,0,0,311
"495",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022,62.7,57.9,9.2,8.2,12,999.9,0,0,307
"496",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2022,63.9,61.4,5.9,13.6,19,26,0.12,1,311
"497",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2022,64.7,63.6,0.9,10.9,21,28,0.7,1,317
"498",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2022,65.1,58.4,9.6,9.2,15.9,20,0.08,0,366
"499",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022,66.5,60.3,9.4,6.5,13,999.9,0,0,308
"500",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022,65,63.2,6.9,7.2,12,999.9,0.01,1,275
"501",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2022,67.4,64.3,7.7,9.5,14,20,0.77,1,319
"502",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022,69.7,59.6,8.8,8.7,13,999.9,0.08,1,315
"503",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2022,66,57.5,10,10.8,17.1,999.9,0,0,361
"504",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2022,60.9,55.5,10,6.6,13,999.9,0,0,302
"505",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2022,65.9,63.8,5.3,12.9,17.1,22.9,0.03,1,369
"506",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022,66.7,58.8,8,7.7,15.9,22.9,0.06,1,317
"507",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022,58.2,50.4,9,11,17.1,22,0.5,0,305
"508",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2022,61.9,50,10,6.9,13,999.9,0.03,0,281
"509",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022,61.3,54.6,10,10,15.9,999.9,0,0,317
"510",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2022,62.5,56.6,10,11.8,17.1,22,0,0,265
"511",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2022,64.5,57.9,10,10.3,18.1,19,0,0,298
"512",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2022,63.1,57.4,10,6.6,12,17.1,0,0,355
"513",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022,68.6,64.9,8.7,7,9.9,999.9,0,0,364
"514",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022,67.4,65.2,4.8,5.7,9.9,999.9,0,1,343
"515",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2022,69.2,65.6,9.6,11.1,17.1,21,0,0,303
"516",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022,68.2,61.4,9.8,7,13,18.1,0.06,0,295
"517",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2022,66.8,62.2,9.1,5.1,8,999.9,0.04,1,304
"518",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2022,70.6,60.9,9,7.4,14,19,0,1,322
"519",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,69.7,66,8.7,10,15,999.9,0,1,316
"520",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,70.7,69,4.8,12.7,17.1,26,0,1,276
"521",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,71.3,67.3,6.6,7.3,11.1,999.9,1.65,0,250
"522",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,72.1,59.1,9.9,9,15.9,999.9,0.01,0,255
"523",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,69.7,65.2,10,9.7,14,999.9,0,0,283
"524",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,73.2,67.1,8.8,12.3,17.1,24.1,0.03,0,290
"525",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,68,60.7,9.6,6.8,13,999.9,0.04,0,285
"526",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,68,62,10,7,8.9,999.9,0,0,296
"527",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,71.9,63.8,10,10.3,18.1,999.9,0,0,259
"528",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,67.5,56.5,10,5,8.9,999.9,0,0,250
"529",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,68.1,61.2,10,8.3,12,999.9,0,0,279
"530",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,71.3,66,9.9,12.1,17.1,999.9,0,0,267
"531",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,75.4,69.8,7.9,8.4,15.9,999.9,0,0,307
"532",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,71.8,69.1,5.1,4.6,9.9,999.9,0,1,271
"533",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,73.1,67.2,7.5,5.6,11.1,999.9,0,1,312
"534",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,69.9,65.8,8.1,5.6,11.1,999.9,0,1,277
"535",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,73.9,70.9,7.1,6.4,13,999.9,0,1,281
"536",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,73.1,72.1,1.2,6.9,12,999.9,0,1,303
"537",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,76,70.7,7.3,15.3,20,29.9,0,0,292
"538",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,77.1,71.4,7.4,9.4,14,999.9,0,0,290
"539",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,74.5,73,1.9,9.6,15,999.9,0,1,297
"540",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,78.4,72.6,6.4,6.8,9.9,999.9,0,0,334
"541",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,76.7,73.7,3.9,8.3,13,999.9,0,1,305
"542",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,76.5,74.6,1.9,9.5,14,999.9,0,1,265
"543",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,77.2,74.5,4.9,14.5,17.1,24.1,0,0,279
"544",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,76.6,70,8.4,7.5,15.9,21,0.23,0,276
"545",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,74.7,64.5,10,6.8,11.1,999.9,0.04,0,287
"546",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,74.5,70.5,9.8,7.6,13,999.9,0,0,298
"547",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,78.8,72.8,6.2,8.5,14,999.9,0,1,310
"548",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,76.5,70.2,8.3,9.3,17.1,24.1,0.54,0,306
"549",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,74.8,64.8,10,6.3,9.9,999.9,0,0,288
"550",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,72.7,68.6,9.3,6.1,11.1,999.9,0.03,0,294
"551",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,74.8,71.6,8,7.5,13,999.9,0.13,0,293
"552",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,77.7,72.5,7.9,7,14,18.1,0,0,324
"553",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,75.6,74,2.9,6.6,13,999.9,0,1,299
"554",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,77.9,75.4,4.2,9.5,15.9,21,0,1,323
"555",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,78.3,75.9,7.2,7.2,12,999.9,0,1,313
"556",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,79.1,75.7,8.6,11.9,18.1,22,0,0,267
"557",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,79.6,75.5,8.5,14,19,22,0,0,318
"558",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,80.4,76.3,7.9,14,17.1,24.1,0,0,284
"559",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,76.5,72.6,8.4,9.6,15,999.9,0.02,0,262
"560",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,71.4,68.1,9.5,4.9,13,999.9,0.01,0,287
"561",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,70.7,67.6,9.6,3.9,9.9,999.9,0.19,0,351
"562",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,71.3,63.8,10,10,15,21,0,0,307
"563",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,70,62.1,10,4.3,8.9,999.9,0,0,305
"564",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,69.7,62.5,10,6.4,11.1,999.9,0,0,241
"565",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,69.2,63.1,10,9.9,17.1,21,0,0,291
"566",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,70.2,62.5,10,14,19,26,0.08,0,261
"567",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,72.5,62.7,10,12.7,19,22.9,0.01,0,283
"568",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,75.4,68.3,9.7,10.7,14,999.9,0,0,286
"569",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,74.2,70.9,8.8,6.7,11.1,999.9,0,1,310
"570",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,71.3,66.9,6.2,4.9,8.9,999.9,0,1,272
"571",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,71.2,69.8,6.4,8.7,13,999.9,0,1,249
"572",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,74,72,8.1,5,8.9,999.9,0.49,1,273
"573",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,75.2,71,7.7,9.4,15.9,20,0,0,231
