day,collision_date,NUM_COLLISIONS
4,2022-03-03,318
6,2022-05-14,277
2,2017-04-04,598
7,2018-01-21,418
3,2020-12-23,360
5,2016-10-14,767
1,2017-02-27,540
5,2024-02-23,206
2,2023-08-29,223
4,2023-01-12,280
7,2017-07-09,512
4,2022-03-31,281
4,2019-01-17,586
4,2023-06-22,229
7,2022-03-20,259
2,2023-10-24,262
2,2018-06-19,812
5,2020-05-22,264
1,2017-01-30,545
1,2023-07-17,310
2,2022-08-09,284
3,2017-12-27,577
6,2023-07-15,251
2,2023-09-26,272
6,2022-06-04,300
1,2021-04-26,300
5,2018-08-17,703
1,2021-03-08,250
5,2017-06-09,770
7,2017-03-05,489
4,2022-05-05,351
7,2020-11-29,248
3,2023-05-10,267
4,2018-04-26,729
2,2017-05-30,647
3,2022-11-16,303
2,2021-03-16,237
2,2017-11-14,647
1,2020-08-10,320
3,2021-05-26,333
7,2021-01-17,210
5,2024-01-05,248
5,2022-08-05,323
1,2020-01-06,459
6,2018-05-19,583
4,2023-11-02,232
1,2018-08-13,617
4,2018-05-10,663
6,2018-02-10,549
7,2017-02-26,462
2,2018-12-25,328
7,2016-11-13,518
2,2023-01-24,235
5,2022-04-08,343
6,2022-09-17,262
1,2022-03-21,292
1,2019-03-25,526
7,2024-01-21,231
1,2017-09-11,735
7,2012-08-19,467
7,2017-02-05,429
2,2022-11-29,240
7,2019-12-01,409
5,2023-09-08,260
6,2021-05-08,305
1,2016-12-19,722
6,2022-12-17,278
2,2018-09-11,544
2,2023-11-28,229
6,2020-05-02,189
1,2022-09-05,254
2,2020-05-12,191
6,2024-01-06,234
1,2018-01-15,523
7,2017-06-04,468
1,2020-12-28,217
6,2018-06-30,651
7,2021-01-24,212
3,2021-10-20,365
1,2022-12-05,269
2,2023-02-21,226
1,2017-06-05,656
1,2017-05-08,638
1,2023-05-15,265
2,2019-07-02,591
1,2016-08-01,569
5,2016-06-03,710
7,2022-02-06,270
1,2022-01-03,208
6,2018-09-08,568
1,2022-07-18,303
5,2022-04-01,290
5,2020-04-03,191
1,2017-08-14,602
2,2023-07-04,229
7,2022-01-09,234
7,2024-02-04,242
2,2020-03-10,450
1,2020-02-17,339
4,2023-07-13,283
6,2017-02-25,573
7,2023-07-23,248
3,2019-02-27,529
6,2021-09-25,358
4,2022-10-13,304
2,2023-05-09,298
2,2021-10-26,323
1,2020-12-21,268
2,2019-07-16,658
3,2020-09-16,307
6,2023-02-25,239
6,2017-01-28,501
2,2018-04-17,600
2,2022-10-18,250
6,2020-11-21,314
7,2021-03-07,216
7,2023-05-07,291
2,2020-08-25,286
1,2020-08-03,353
7,2019-06-02,515
3,2020-11-04,302
6,2021-01-23,251
3,2020-07-22,290
6,2017-12-09,538
6,2021-08-07,334
3,2019-06-19,591
6,2023-03-11,245
4,2017-06-15,771
7,2018-02-25,448
5,2020-05-15,242
2,2021-03-02,268
1,2017-06-19,819
3,2020-09-23,356
3,2021-07-14,331
5,2017-03-10,612
5,2020-06-05,248
7,2017-03-19,550
3,2023-12-20,284
7,2018-04-22,568
2,2016-11-22,765
5,2018-08-31,623
2,2020-04-07,129
6,2023-06-17,270
6,2020-05-23,193
6,2022-12-31,249
4,2020-04-02,166
1,2021-03-01,224
4,2021-07-08,305
3,2022-03-02,246
3,2021-11-03,321
1,2023-10-23,283
5,2017-10-27,759
7,2021-02-21,208
7,2020-12-13,265
4,2020-05-14,171
1,2022-08-29,259
4,2023-08-17,202
3,2020-04-29,137
1,2023-12-04,271
4,2022-07-28,298
4,2021-02-11,299
4,2020-10-15,311
1,2023-02-20,186
3,2018-12-19,749
5,2018-11-23,476
2,2020-08-04,451
3,2019-03-20,584
4,2017-10-12,603
4,2022-04-21,237
7,2020-03-15,331
1,2016-10-10,539
6,2017-08-19,638
6,2021-07-24,337
2,2023-02-28,228
1,2017-01-02,449
4,2017-08-31,618
6,2021-01-16,265
2,2023-04-18,237
6,2020-09-12,304
3,2023-03-01,310
1,2021-01-11,238
1,2022-03-14,311
6,2023-08-19,273
3,2022-09-07,261
6,2022-08-27,306
7,2021-07-18,310
7,2017-10-29,613
6,2024-02-10,194
1,2023-10-09,195
3,2016-12-07,637
4,2021-06-03,288
6,2016-10-08,633
5,2021-01-08,272
3,2021-02-03,246
6,2020-09-19,330
1,2024-02-19,173
4,2022-10-27,315
7,2019-06-23,559
7,2019-03-03,503
5,2019-09-20,688
3,2023-11-29,239
6,2022-10-29,308
7,2017-04-02,514
7,2023-11-05,237
6,2017-09-09,608
7,2018-12-30,404
5,2020-05-29,258
3,2023-08-23,222
4,2018-01-25,602
2,2023-09-19,285
7,2021-08-08,314
7,2022-03-06,237
4,2021-01-28,262
5,2020-09-04,383
5,2023-03-03,282
7,2017-01-15,490
5,2021-03-26,336
4,2023-05-11,289
4,2019-11-07,669
6,2013-02-09,403
3,2020-06-10,238
6,2018-06-23,513
7,2022-07-10,250
4,2020-09-24,297
6,2023-03-04,269
1,2019-08-05,616
6,2022-08-20,310
7,2023-03-26,284
7,2020-08-02,286
1,2023-02-13,264
2,2020-09-15,301
1,2022-04-04,289
4,2023-06-15,284
6,2017-07-22,648
4,2021-07-01,319
2,2020-04-28,185
7,2019-09-01,473
2,2018-01-23,531
1,2018-07-23,614
3,2022-09-21,335
5,2020-05-01,186
3,2023-09-27,293
3,2020-08-19,286
6,2021-04-17,265
7,2023-02-19,241
5,2023-12-15,309
1,2022-06-27,303
2,2022-04-19,256
3,2023-03-08,236
5,2020-05-08,177
5,2018-07-06,654
4,2019-09-12,689
1,2020-02-24,493
1,2018-01-01,453
4,2023-11-23,197
5,2022-10-14,347
7,2022-12-18,241
7,2020-11-22,222
7,2021-12-12,266
1,2020-06-01,196
5,2022-07-08,296
7,2017-01-22,411
7,2021-08-15,314
4,2016-11-17,707
2,2022-08-23,273
6,2020-12-26,226
3,2023-09-06,292
1,2020-06-15,223
6,2020-08-08,260
3,2019-12-25,264
7,2021-11-07,265
3,2020-07-15,268
5,2020-11-20,358
6,2023-01-21,230
2,2017-04-18,516
5,2022-07-29,310
7,2020-11-01,308
1,2019-12-02,580
7,2020-05-17,171
2,2020-09-01,337
1,2022-02-28,278
6,2016-09-10,598
1,2020-07-13,290
6,2017-11-25,456
4,2023-12-14,279
1,2020-09-14,289
2,2022-05-31,354
6,2023-09-23,257
2,2017-01-03,659
4,2022-12-08,286
5,2023-06-16,310
6,2023-04-15,242
6,2018-07-21,622
4,2022-08-11,287
7,2023-12-24,216
4,2020-04-23,108
7,2019-08-18,481
6,2022-02-26,247
7,2023-04-30,284
6,2022-01-29,276
5,2022-10-07,323
3,2017-04-05,587
6,2023-06-10,291
5,2019-10-11,606
5,2022-09-30,328
5,2019-01-04,598
4,2022-09-22,279
5,2022-08-26,297
6,2020-04-11,121
7,2021-07-25,322
1,2021-09-06,299
6,2023-07-01,230
3,2020-08-05,345
1,2022-07-11,279
3,2022-06-22,265
6,2021-12-25,189
7,2022-06-19,305
6,2023-12-09,273
4,2023-11-09,242
5,2021-01-22,254
5,2022-09-02,289
3,2020-10-21,338
1,2023-10-02,275
2,2021-02-16,213
1,2021-12-27,207
3,2022-09-28,284
7,2022-11-13,237
7,2015-09-20,556
3,2023-07-12,281
7,2023-12-31,186
3,2017-02-22,477
4,2022-11-24,191
5,2018-04-06,515
2,2020-06-09,251
3,2022-08-10,262
6,2022-07-02,276
6,2023-07-29,270
6,2023-03-25,226
3,2022-08-03,324
5,2023-08-18,296
5,2022-01-28,283
7,2021-02-28,212
4,2020-07-30,300
7,2019-09-29,488
4,2023-10-05,290
2,2019-03-19,565
5,2020-07-03,302
7,2020-04-26,140
7,2022-06-12,275
2,2023-03-07,273
1,2022-11-28,254
2,2021-06-29,350
3,2023-10-18,252
7,2023-10-15,285
5,2021-04-02,283
1,2022-09-12,314
6,2022-06-11,308
1,2020-04-20,140
4,2021-04-15,270
4,2020-04-09,103
5,2021-09-17,375
1,2022-12-12,282
7,2022-12-11,234
3,2022-06-29,304
6,2021-08-14,302
3,2022-10-26,266
7,2019-01-20,411
7,2022-08-14,305
2,2020-11-03,285
6,2020-11-28,239
7,2021-08-29,358
4,2024-01-18,226
2,2022-10-25,295
6,2018-12-01,601
5,2019-07-05,542
4,2020-10-22,264
2,2023-04-25,257
3,2022-01-26,266
1,2023-02-06,255
1,2021-08-16,301
4,2023-10-19,315
2,2020-03-24,201
3,2023-06-28,241
6,2021-01-02,220
6,2021-11-20,305
2,2020-10-27,262
7,2018-04-01,399
7,2021-07-11,263
7,2022-01-30,224
5,2023-10-27,280
6,2024-03-02,184
3,2021-12-22,278
6,2020-06-20,246
2,2019-10-22,562
5,2022-12-09,305
1,2023-06-05,253
7,2023-09-10,242
1,2023-11-13,305
1,2023-12-25,155
2,2020-08-18,311
1,2023-07-31,260
7,2016-10-16,503
1,2014-01-27,511
7,2021-08-22,257
7,2020-05-24,197
7,2016-12-25,365
7,2023-05-28,267
5,2020-08-07,337
3,2022-03-30,285
2,2023-05-16,286
5,2023-03-31,256
7,2021-05-30,256
5,2021-12-17,305
5,2023-08-25,244
4,2023-12-28,273
3,2023-02-22,214
2,2021-08-31,310
2,2021-04-06,318
1,2014-06-09,528
6,2023-10-28,355
1,2014-01-06,518
7,2019-01-13,374
2,2022-06-21,317
3,2021-03-24,268
4,2022-02-24,223
1,2023-08-14,270
6,2023-11-04,239
2,2023-09-05,285
1,2021-05-31,275
4,2020-06-25,251
1,2023-11-06,277
3,2023-07-19,228
1,2020-04-06,127
7,2023-10-08,225
6,2021-11-13,335
3,2022-10-19,286
3,2021-11-24,368
4,2021-10-14,353
7,2020-03-22,139
2,2020-01-28,404
2,2023-06-20,280
6,2022-04-16,282
2,2024-02-06,247
6,2016-12-31,465
1,2023-09-11,293
6,2022-02-19,237
6,2020-04-04,156
1,2021-03-15,253
5,2021-12-31,232
6,2022-07-16,277
7,2020-09-06,293
1,2023-11-27,265
7,2023-01-29,215
7,2015-03-15,459
1,2021-01-18,225
4,2023-08-24,236
4,2020-05-21,212
7,2020-04-05,94
3,2020-04-01,155
4,2022-03-17,279
4,2020-07-09,313
1,2012-10-29,298
4,2024-02-08,241
7,2020-04-19,102
1,2023-05-01,261
1,2021-02-01,239
6,2023-09-30,248
2,2024-01-23,225
2,2020-04-21,121
2,2015-01-27,188
5,2023-02-24,269
7,2022-12-25,181
2,2022-02-22,244
7,2021-01-03,186
7,2023-01-08,188
7,2020-07-05,290
2,2020-03-31,158
7,2023-03-19,248
