"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","visib","wdsp","mxpsd","gust","prcp","max","min","fog","NUM_COLLISIONS"
"532",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,66.7,61.2,10,7.3,13,999.9,0,78.1,55,0,662
"533",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,67.2,63.3,10,9.2,14,999.9,0,78.1,57.9,0,607
"534",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,69.1,65.9,9.3,10.9,18.1,22,0,75,64,0,741
"535",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,70.7,67.9,5.2,9.6,14,21,0,75,66,1,798
"536",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,73.5,67.3,7,6.4,9.9,999.9,0,84.9,66.9,0,623
"537",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,70.6,68.7,4.1,6.6,11.1,999.9,0,84.9,66.9,1,574
"538",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,71.1,69,4.1,10.1,15.9,24.1,0,75.9,66,1,725
"539",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,73.8,65.7,8.3,10.1,15,25.1,0,81,66.9,0,699
"540",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,68.3,55.6,10,6.9,13,999.9,0,81,60.1,0,698
"541",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,70.4,63.4,10,7.4,12,999.9,0,80.1,60.1,0,731
"542",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,72.4,68.4,9,13.5,18.1,24.1,0,80.1,61,0,769
"543",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,74.3,68.6,7.3,12,21,29.9,1.03,82,68,0,650
"544",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,73.2,63.2,10,8.7,21,25.1,0,82,64.9,0,566
"545",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,71.5,68.8,9.9,8.7,14,999.9,0,80.1,64.9,0,698
"546",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,75.3,69.3,9,12.1,15.9,22.9,0,82,68,0,688
"547",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,75.4,66.3,10,7,9.9,999.9,0,82,70,0,690
"548",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,72.2,69,9.7,7.2,11.1,999.9,0,81,68,0,709
"549",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,70.8,68.3,6,5.8,14,999.9,0,78.1,66.9,1,774
"550",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,70.8,66.9,9,5.3,9.9,999.9,0.81,78.1,64.9,0,599
"551",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,67.5,64.8,6.7,6.8,11.1,999.9,0,72,64.4,1,529
"552",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,68.2,62.4,9.3,9.2,14,999.9,0.55,75,64,0,569
"553",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,66.9,61.9,9.7,8.4,14,999.9,0.11,75,61,0,602
"554",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,67.4,60,10,7.7,14,999.9,0,73.9,61,0,687
"555",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,64.2,57.8,10,4.6,9.9,999.9,0,73.9,55.9,0,715
"556",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,65.3,60.4,9.3,5,9.9,999.9,0,73.9,55,1,700
"557",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,71.3,67.5,9.8,10.7,15,999.9,0,75.9,55,0,578
"558",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,74.2,65,8.1,9.9,13,999.9,0,82,66.9,1,540
"559",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,71.3,61.3,10,6.3,9.9,999.9,0,82,62.1,0,632
"560",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,71.5,64.7,10,6.6,8.9,27,0,80.1,62.1,0,650
"561",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,70.6,67.2,9.9,8.6,14,999.9,0,80.1,64,0,618
"562",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,73.6,71.8,4.7,11.1,15.9,999.9,0.05,79,66.9,1,672
"563",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,74.3,72.2,4.5,12.3,18.1,24.1,0,79,71.1,1,729
"564",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,75.9,73.3,5.4,9.2,14,999.9,0,82.9,71.1,1,614
"565",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,75.3,73.3,4.6,9.9,15,19,0.01,80.1,69.8,1,521
"566",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,77.5,69.4,8.8,8.5,14,19,0,84,70,0,643
"567",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,73.1,69,10,7.9,12,999.9,0,84,66.9,0,644
"568",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,76.5,70,8.4,14.7,21,28,0,82,70,0,658
"569",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,71.5,65.7,9.9,6.1,12,999.9,0,82,64.9,0,635
"570",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,74.4,65.7,10,8.2,14,999.9,0,81,64.9,0,707
"571",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,69.1,62.1,10,8.5,13,999.9,0,81,63,0,579
"572",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,68.3,63.6,9.6,9,13,999.9,0,75.9,63,0,512
"573",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,73.8,66.7,6.7,10.4,15,19,0.47,81,63,1,669
"574",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,69,52.6,10,10.4,18.1,26,0.01,81,64,0,637
"575",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,70.1,63.3,10,8.5,12,999.9,0,77,63,0,635
"576",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,71.7,66.5,10,10.4,14,999.9,0,77,63,0,659
"577",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,73.4,70,9.7,10.1,12,999.9,0,79,68,0,756
"578",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,74.4,64.2,7.7,8.3,14,999.9,0,81,66.9,1,624
"579",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,67.7,61.7,8.7,5.8,12,999.9,0,81,57.9,1,559
"580",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,72.5,66.3,9.8,9.5,15.9,22,0,82.9,57.9,0,673
"581",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,67.7,59.2,10,6.1,8.9,999.9,0,82.9,59,0,622
"582",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,70.4,65.7,10,9.1,12,999.9,0,75.9,59,0,661
"583",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,71.5,67,9.7,6.8,8.9,999.9,0,77,66.9,0,675
"584",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,69.2,63.2,9.4,9.9,18.1,21,0.05,77,62.1,0,697
"585",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,63.2,57.5,10,5.7,9.9,999.9,0,75,55.9,0,498
"586",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,65.3,57.4,10,12.7,21,28.9,0,73,55.9,0,466
"587",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,69.9,65.8,7.9,15.2,22,31.1,1.25,75.9,62.1,0,626
"588",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,70.3,66.8,8.4,13.1,18.1,26,0.01,77,64.9,0,648
"589",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,68.5,66.8,6.3,9,13,999.9,0.01,77,66,1,717
"590",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,71.4,68.3,5.9,10.3,13,999.9,0.16,79,66,1,715
"591",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,71.9,67,6.7,7,14,999.9,0,79,68,1,598
"592",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,71.3,67.8,6.4,11.9,19,24.1,0,78.1,64.9,1,538
"593",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2016,65.1,52.1,10,7.9,15.9,999.9,0,78.1,55.9,0,648
"594",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,64.1,55.9,10,8.9,13,999.9,0,71.1,55.9,0,779
"595",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,68.4,61.8,10,12.4,17.1,22.9,0,73.9,57.9,0,779
"596",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,64.5,53.4,10,14.4,22.9,29.9,0,73.9,53.1,0,757
"597",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,57.7,47.7,10,6.4,9.9,15,0,66.9,48,0,780
"598",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,62.6,57.6,9.7,6,12,999.9,0,73,48,0,646
"599",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,70.6,67.3,9.3,11.1,14,999.9,0,75,66.9,0,535
"600",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2016,71,68.8,7.6,8.1,14,20,0,75,68,0,680
"601",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,71.1,69.3,8.7,5.6,11.1,999.9,0.22,75,66,0,619
"602",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,70,64.4,5.3,6.4,12,999.9,0.07,77,62.1,1,621
"603",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,67.2,57.8,10,3.7,7,999.9,0,79,57.9,0,660
"604",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,66.3,62.1,9.5,5.8,12,999.9,0,79,55.9,1,812
"605",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,60.7,49.5,10,12.7,18.1,24.1,0.07,75.9,50,0,612
"606",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,57.6,39.4,10,10.8,17.1,24.1,0,66,48,0,572
"607",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2016,55.2,41.1,10,5.3,8.9,999.9,0,64.9,44.1,0,623
"608",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,65.4,59.8,7.1,11,17.1,24.1,0.01,66.9,60.1,0,659
"609",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,63.1,60.7,5.7,11.3,21,27,1,66.2,60.1,0,637
"610",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,60,54.9,9.3,17.8,21,28.9,0.01,64.9,57.9,0,624
"611",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,62,60.2,1.7,14,19,28,1.63,64.9,59,1,581
"612",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,61.3,59.2,4.4,9,12,999.9,1.22,64.9,59,1,486
"613",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,60.5,56.1,9.9,4.4,9.9,999.9,0,66,57,0,490
"614",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,60.5,54.2,9.7,12.4,20,27,0.01,66,55.9,0,523
"615",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,58.7,53.2,10,12.9,17.1,20,0,62.1,55.4,0,695
"616",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,57.3,50.9,10,5.8,8.9,999.9,0,66,48.9,0,764
"617",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,55.6,49.7,6.9,2.7,8,999.9,0,70,44.1,1,754
"618",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,58.7,55.5,8.5,7.7,14,999.9,0,70,44.1,1,633
"619",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,62.2,59.7,6.4,13.8,36.9,48,0,69.1,46.9,0,480
"620",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,54.1,43.8,8,24.8,36.9,49,3.76,57,51.8,0,539
"621",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,54.3,42.2,10,10.1,15,20,0.03,60.1,46.9,0,739
"622",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,52.8,46.7,10,5.2,8.9,999.9,0,63,42.1,0,498
"623",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,59.6,56.6,9.9,7.3,11.1,999.9,0,66.9,42.1,0,757
"624",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,55.9,45.7,10,14.2,21,27,0,66.9,48,0,767
"625",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,50.5,38.8,10,6.2,9.9,999.9,0,60.1,41,0,641
"626",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,55.2,47.6,10,9.3,19,999.9,0,66,39.9,0,503
"627",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,64.5,59,8.4,10,17.1,999.9,0,72,60.1,0,585
"628",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,63.8,61.6,4.6,6.8,14,999.9,0,73.9,59,1,590
"629",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,65.6,62.5,6.4,11.2,15,999.9,0,71.1,59,0,676
"630",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,60.4,54.3,9.1,10.5,19,24.1,0,71.1,52,1,662
"631",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,61.3,58.9,3.5,12.2,27,36.9,0.01,70,50,1,629
"632",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,53.7,35.4,10,21.3,29.9,45.1,0.01,64,50,0,534
"633",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,57.5,41.6,9.9,12.5,20,27,0.07,61,50,0,573
"634",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,49.1,29.5,10,14.1,19,28,0,61,45,0,566
"635",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,44.7,28.1,10,14.9,19,27,0,53.1,41,0,706
"636",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,51.8,46.3,7.7,18.6,27,38.1,0.78,59,39.9,0,798
"637",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,51,44.8,8.8,15.8,26,38.1,0.01,59,46,0,614
"638",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,61.1,52.4,9.3,11,15.9,22.9,0,69.1,46.9,0,557
"639",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,48.3,41.9,8.2,12.5,19,26,0.49,52,42.1,0,655
"640",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,46.2,37.1,10,4.4,8,999.9,0.01,53.1,34,0,732
"641",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,55.9,49.9,10,9.9,15.9,999.9,0,63,34,0,665
"642",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,58.8,56.2,5.1,8.4,15,21,0,63,51.1,1,689
"643",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,53.6,44.3,10,12.1,17.1,22.9,0,63,48.9,0,777
"644",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,47.8,33.6,10,7.9,13,999.9,0,55.9,36,0,626
"645",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,49.9,42.3,9,10.5,20,28.9,0,55.9,36,0,532
"646",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,47.4,36.7,9.6,18.8,25.1,31.1,0.35,54,43,0,699
"647",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,47.2,38.2,10,7.1,11.1,999.9,0,57,39,0,620
"648",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,51.6,46.1,8.8,4.6,8.9,999.9,0,61,39,1,541
"649",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,49.4,40.5,10,10.9,19,27,0,61,44.1,0,706
"650",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,54.9,41,10,16,24.1,34,0,63,46.9,0,665
"651",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,42.1,25.4,10,13.9,22,29.9,0,46,39,0,603
"652",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,51.3,36.2,10,14.2,21,28,0,57,37.9,0,518
"653",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,54.4,44.6,9.6,10.8,15,999.9,0,62.1,46.9,0,668
"654",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,54.8,50.1,8.6,9.9,19,27,0,62.1,46.9,0,741
"655",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,54.4,49.5,8,12.8,25.1,32.1,0.5,59,51.1,0,705
"656",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,48.6,43,9.6,8.4,15,24.1,0,57,41,0,707
"657",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,50.9,44.1,10,18,22.9,28.9,0,55,41,0,776
"658",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,50.1,47.2,6.6,12.3,17.1,25.1,0,54,48,0,692
"659",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,47,42.3,5.5,14.4,27,36.9,0.13,50,41,1,529
"660",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,38.8,23.3,10,21.2,27,39,0.07,51.1,37,0,684
"661",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,37.7,21.4,10,15.1,24.1,33,0,43,34,0,765
"662",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,37.1,23.3,10,12,19,25.1,0,44.1,30.9,0,807
"663",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,42.2,34.3,10,6,9.9,15,0,48.9,30,0,428
"664",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,48.6,43.1,10,6.9,12,999.9,0,51.1,34,0,455
"665",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,47,45,6.8,6.3,14,999.9,0,48.9,41,1,463
"666",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,43.4,34.6,10,13.2,18.1,24.1,0.05,48.9,39.9,0,466
"667",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,39.5,26.7,10,11.2,19,25.1,0,46.9,33.1,0,647
"668",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,43.8,38.5,8.5,9.7,20,27,0,53.6,33.1,0,752
"669",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,52.9,51.3,4.1,12.6,22.9,33,1.05,57.2,48.2,1,730
"670",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,53.4,49.7,6.6,15.6,22,29.9,0.1,57,48.9,1,734
"671",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,46.4,32.8,10,12.9,19,28,0.06,57,43,0,690
"672",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,43.8,28.3,10,15.1,19,28,0,50,39.9,0,592
"673",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,38.2,24.3,10,14.6,22.9,33,0,48,34,0,482
"674",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,37.9,30.9,9.5,6.6,15,18.1,0,46.9,26.1,0,791
"675",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,41.7,31.3,10,11.9,20,28.9,0.02,46.9,30.9,0,711
"676",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,42.8,37.1,8.8,7.6,11.1,19,0.14,46,39,0,637
"677",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,42.7,35.1,9.8,6.4,15,22.9,0.02,46.9,37,0,635
"678",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,36.6,19.2,10,15.4,20,28.9,0,46.9,34,0,701
"679",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,28.2,9.9,10,12.8,18.1,22,0,39.9,24.1,0,555
"680",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,29.9,13.3,10,7.5,12,15.9,0,36,24.1,0,522
"681",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,43.6,40.4,6.5,14.2,24.1,34,0.16,53.1,25,0,665
"682",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,39.7,26.9,9.8,9.7,18.1,24.1,0.83,53.1,35.1,0,630
"683",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,41.2,31.1,9.8,8.2,15.9,22,0,44.1,35.1,0,689
"684",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,29.8,14,8.8,13.8,27,38.1,0.01,44.1,19.9,1,749
"685",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,18.2,-2.1,10,17.8,32.1,49,0,23,12.9,0,792
"686",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,36.2,31.3,5.9,11.5,24.1,32.1,0.05,52,12,0,623
"687",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,49.8,48,2.5,13.2,26,35,0.48,57,43,1,521
"688",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,35.3,22.9,9.9,14.1,21,26,0,57.9,30,0,722
"689",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,34.8,25.3,10,7,13,999.9,0,41,30,0,719
"690",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,38.8,29,10,9.7,15,18.1,0,43,30,0,676
"691",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,38.9,32.3,10,6.5,15,999.9,0,46,27,0,700
"692",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,39,28.8,10,12.7,18.1,24.1,0,46,27,0,692
"693",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,44.1,39.3,8.2,10.7,21,28.9,0,48.9,36,0,554
"694",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,49.8,46.9,4.4,17.5,25.1,35,0,53.1,44.1,1,569
"695",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,39.1,26.8,10,9.8,17.1,22,0.06,53.1,34,0,546
"696",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,37.3,29.4,8.6,10.3,24.1,33,0,48.9,24.1,0,542
"697",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,40.4,29.9,9.5,18.2,28,39,0.63,50,24.1,0,583
"698",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,35.8,21.1,10,14.1,22.9,35,0,44.1,30,0,465
"699",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,44.4,33.6,9,13.4,18.1,27,0.03,48,39,0,485
"700",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,37.4,28.7,10,7.1,12,999.9,0.03,50,26.1,0,449
"701",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,44.3,40.7,5.4,15.2,21,31.1,0.11,48.9,42.1,0,659
"702",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,46.5,43.7,6.2,13.6,21,28,0.87,53.1,42.1,1,590
"703",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,36.4,19.7,10,15.4,22.9,33,0,48,32,0,552
"704",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,31.7,25.8,6.1,8.9,13,999.9,0.03,41,28.9,1,600
"705",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,18.3,5.7,10,11,18.1,22.9,0,28,15.1,0,669
"706",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,35.6,26.3,10,13.6,20,999.9,0,42.1,15.1,0,597
"707",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,45,40.9,6.5,15.1,27,34,0.33,50,28.9,0,629
"708",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,47.8,45.5,5.4,12.6,19,24.1,0.42,53.1,42.1,0,646
"709",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,46.8,37.5,7.2,12.6,21,25.1,0.39,50,37.9,0,604
"710",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,29.8,13.4,10,10.2,18.1,25.1,0,50,25,0,495
