"","day","year","mo","collision_date","temp","dewp","max","min","fog","NUM_COLLISIONS"
"1379",3,2016,2,"2016-02-10",33.5,28,37.9,28,0,537
"1380",4,2016,2,"2016-02-11",31.5,21.3,37.9,23,0,622
"1381",5,2016,2,"2016-02-12",19.3,4.2,36,15.1,0,628
"1382",6,2016,2,"2016-02-13",23.5,11.8,27,12.9,0,480
"1385",2,2016,2,"2016-02-16",44.5,41.7,50,36,1,615
"1386",3,2016,2,"2016-02-17",41.5,35.8,50,35.1,1,525
"1387",4,2016,2,"2016-02-18",36,23.1,44.1,32,0,592
"1388",5,2016,2,"2016-02-19",34.7,21.7,39.9,32,0,532
"1389",6,2016,2,"2016-02-20",42.8,36.4,48.9,32,0,555
"1390",7,2016,2,"2016-02-21",46.8,38.5,54,39,0,481
"1391",1,2016,2,"2016-02-22",41.8,31.7,54,32,0,615
"1392",2,2016,2,"2016-02-23",36.5,26.3,45,28.9,0,623
"1393",3,2016,2,"2016-02-24",46.9,43.7,53.6,41,0,660
"1394",4,2016,2,"2016-02-25",51,47.1,57.2,45,1,663
"1395",5,2016,2,"2016-02-26",40.2,23.9,57,35.1,0,476
"1397",7,2016,2,"2016-02-28",42.8,31.7,48.9,25,0,509
"1398",1,2016,2,"2016-02-29",47.8,40.9,54,39.9,0,616
"1399",2,2016,3,"2016-03-01",43.2,29,54,39,0,662
"1400",3,2016,3,"2016-03-02",45.7,38.8,52,37,0,653
"1401",4,2016,3,"2016-03-03",29.9,11.8,36,25,0,625
"1402",5,2016,3,"2016-03-04",33.9,26.2,39,25,0,685
"1403",6,2016,3,"2016-03-05",34.8,22.6,39,30,0,601
"1404",7,2016,3,"2016-03-06",33.2,18.7,41,23,0,500
"1405",1,2016,3,"2016-03-07",36.8,26.1,46,23,0,571
"1406",2,2016,3,"2016-03-08",44.4,36.5,51.1,26.1,0,632
"1407",3,2016,3,"2016-03-09",46.4,41.8,55,37.9,0,660
"1408",4,2016,3,"2016-03-10",49.6,43.8,62.1,41,0,629
"1409",5,2016,3,"2016-03-11",46.8,42.9,62.1,39.9,1,672
"1410",6,2016,3,"2016-03-12",41.2,35.4,55,30.9,0,625
"1411",7,2016,3,"2016-03-13",50.1,35.2,57.9,30.9,0,435
"1412",1,2016,3,"2016-03-14",43.8,33.8,46,41,0,640
"1413",2,2016,3,"2016-03-15",48.3,45.7,54,41,1,608
"1414",3,2016,3,"2016-03-16",45.2,41.9,51.1,43,1,629
"1415",4,2016,3,"2016-03-17",45.4,42.5,48.9,42.8,0,612
"1416",5,2016,3,"2016-03-18",47,37,54,39,0,644
"1417",6,2016,3,"2016-03-19",40,21.4,54,35.1,0,540
"1418",7,2016,3,"2016-03-20",37.2,22.6,43,32,0,479
"1419",1,2016,3,"2016-03-21",37.4,32,43,34,0,617
"1420",2,2016,3,"2016-03-22",40.8,23.9,45,35.1,0,628
"1421",3,2016,3,"2016-03-23",48.6,40.2,53.1,43,0,621
"1422",4,2016,3,"2016-03-24",45.1,38.1,54,42.1,0,635
"1423",5,2016,3,"2016-03-25",50.8,48.5,55.9,42.1,1,546
"1424",6,2016,3,"2016-03-26",44.8,37.6,55.9,36,1,530
"1425",7,2016,3,"2016-03-27",40,32.8,46.9,37,0,459
"1426",1,2016,3,"2016-03-28",45.1,41.4,55,37,1,658
"1427",2,2016,3,"2016-03-29",48.6,34.9,55,41,1,683
"1428",3,2016,3,"2016-03-30",43.4,24.8,55,37.9,0,650
"1429",4,2016,3,"2016-03-31",51,44.6,59,37.9,0,652
"1430",5,2016,4,"2016-04-01",54.8,52.5,59,46,1,702
"1431",6,2016,4,"2016-04-02",50.4,47.7,59,46,1,597
"1432",7,2016,4,"2016-04-03",41.7,32.9,53.1,33.1,0,585
"1433",1,2016,4,"2016-04-04",36.5,22.1,46.9,30.9,0,683
"1434",2,2016,4,"2016-04-05",35.1,23.5,45,30.9,0,672
"1435",3,2016,4,"2016-04-06",37,15.3,44.1,28.9,0,628
"1436",4,2016,4,"2016-04-07",50.9,44.8,57,32,0,630
"1437",5,2016,4,"2016-04-08",49.7,43.2,57,44.1,0,696
"1438",6,2016,4,"2016-04-09",41.8,25.1,53.1,35.1,0,557
"1439",7,2016,4,"2016-04-10",40.6,23.9,48,35.1,0,499
"1440",1,2016,4,"2016-04-11",47.8,38.9,55,35.1,0,624
"1441",2,2016,4,"2016-04-12",52.5,48.6,57.9,44.1,0,638
"1442",3,2016,4,"2016-04-13",46.7,34.2,57.9,37.9,0,700
"1443",4,2016,4,"2016-04-14",44,32.4,52,35.1,0,674
"1444",5,2016,4,"2016-04-15",46.4,28.4,53.1,39.9,0,733
"1445",6,2016,4,"2016-04-16",44.3,33.2,46.9,42.8,0,679
"1446",7,2016,4,"2016-04-17",45.8,36.5,52,42.1,0,568
"1447",1,2016,4,"2016-04-18",49.5,35.9,64,37,0,687
"1448",2,2016,4,"2016-04-19",46.9,40,64,37.9,0,732
"1449",3,2016,4,"2016-04-20",47.3,33.8,55,37.9,0,697
"1450",4,2016,4,"2016-04-21",49.6,39,59,39,0,694
"1451",5,2016,4,"2016-04-22",55.4,48.4,72,44.1,1,741
"1452",6,2016,4,"2016-04-23",53.4,49.8,72,50,1,649
"1453",7,2016,4,"2016-04-24",49.1,31.2,60.1,44.1,0,448
"1454",1,2016,4,"2016-04-25",48.4,36.3,55,37,0,488
"1455",2,2016,4,"2016-04-26",46.8,42.8,55,39.9,0,479
"1456",3,2016,4,"2016-04-27",45,36.9,51.1,41,0,510
"1457",4,2016,4,"2016-04-28",47.7,34.1,54,41,0,489
"1458",5,2016,4,"2016-04-29",46.1,33.9,54,42.1,0,517
"1459",6,2016,4,"2016-04-30",47.3,33.1,54,37,0,581
"1460",7,2016,5,"2016-05-01",45.2,36.3,55,37,0,484
"1461",1,2016,5,"2016-05-02",51.3,48,55.9,37,1,589
"1462",2,2016,5,"2016-05-03",48.2,45,54,46.4,0,711
"1463",3,2016,5,"2016-05-04",47.3,43.5,50,45,0,653
"1464",4,2016,5,"2016-05-05",45.5,43.9,50,45,0,626
"1465",5,2016,5,"2016-05-06",48.5,43.5,53.1,44.1,0,728
"1466",6,2016,5,"2016-05-07",52.5,48.8,66,44.1,1,571
"1467",7,2016,5,"2016-05-08",48.5,46.1,66,45,1,591
"1468",1,2016,5,"2016-05-09",54,40.6,61,45,0,646
"1469",2,2016,5,"2016-05-10",51.9,38.2,61,39.9,0,608
"1470",3,2016,5,"2016-05-11",55.6,42.2,66,39.9,0,699
"1471",4,2016,5,"2016-05-12",55.2,45.5,68,42.1,0,744
"1472",5,2016,5,"2016-05-13",55.5,51.7,68,42.1,1,766
"1473",6,2016,5,"2016-05-14",59.4,54,70,45,1,589
"1474",7,2016,5,"2016-05-15",55.7,46.4,70,52,0,510
"1475",1,2016,5,"2016-05-16",50.8,31.4,60.1,46,0,742
"1476",2,2016,5,"2016-05-17",55,44.5,63,46,0,624
"1477",3,2016,5,"2016-05-18",55.5,45.2,63,48,0,676
"1478",4,2016,5,"2016-05-19",53.9,44.5,63,45,0,694
"1479",5,2016,5,"2016-05-20",56.4,47.9,70,46,0,782
"1480",6,2016,5,"2016-05-21",55.7,48.8,70,46,0,568
"1481",7,2016,5,"2016-05-22",56.3,52.2,62.1,46.9,0,571
"1482",1,2016,5,"2016-05-23",59.4,50.3,72,52,0,652
"1483",2,2016,5,"2016-05-24",54.6,52,72,51.1,1,695
"1484",3,2016,5,"2016-05-25",57.9,53.4,64,51.1,0,733
"1485",4,2016,5,"2016-05-26",65.7,53.9,78.1,54,0,742
"1486",5,2016,5,"2016-05-27",60,55.8,78.1,55.9,1,767
"1487",6,2016,5,"2016-05-28",62.5,57.3,68,55.9,0,627
"1488",7,2016,5,"2016-05-29",64.6,58.2,75,59,0,566
"1489",1,2016,5,"2016-05-30",62.4,60.5,75,59,1,471
"1490",2,2016,5,"2016-05-31",62.8,60.6,70,60.1,1,760
"1491",3,2016,6,"2016-06-01",64,56.4,73,57,1,772
"1492",4,2016,6,"2016-06-02",55.7,53.5,73,52,1,683
"1493",5,2016,6,"2016-06-03",58.4,55.9,64.4,55,0,710
"1494",6,2016,6,"2016-06-04",60.2,58,73.9,54,1,635
"1495",7,2016,6,"2016-06-05",58.4,56.9,73.9,54,1,466
"1496",1,2016,6,"2016-06-06",62.9,61.1,69.1,55,1,758
"1497",2,2016,6,"2016-06-07",61.2,59.8,69.1,59,1,709
"1498",3,2016,6,"2016-06-08",61.7,55.2,66.9,57.9,1,763
"1499",4,2016,6,"2016-06-09",59.9,46.7,68,54,0,686
"1500",5,2016,6,"2016-06-10",59.2,45.1,68,53.1,0,818
"1501",6,2016,6,"2016-06-11",58.1,53.3,64,53.1,0,584
"1502",7,2016,6,"2016-06-12",66,56,81,55,0,587
"1503",1,2016,6,"2016-06-13",61.5,47.2,81,54,0,646
"1504",2,2016,6,"2016-06-14",62.2,50,72,54,0,717
"1505",3,2016,6,"2016-06-15",63.7,55,73.9,55,0,739
"1506",4,2016,6,"2016-06-16",65.2,56.3,73.9,55,0,689
"1507",5,2016,6,"2016-06-17",63,51.5,73,55.9,0,748
"1508",6,2016,6,"2016-06-18",62.6,53.5,73,53.1,0,700
"1509",7,2016,6,"2016-06-19",59.9,51.5,73,53.1,0,559
"1510",1,2016,6,"2016-06-20",61.4,55.9,66.9,54,0,745
"1511",2,2016,6,"2016-06-21",63.6,59.9,69.1,57,0,681
"1512",3,2016,6,"2016-06-22",65.6,60.2,71.1,55.9,0,751
"1513",4,2016,6,"2016-06-23",63,59.4,71.1,55.9,1,643
"1514",5,2016,6,"2016-06-24",65.3,56.6,75,57,0,811
"1515",6,2016,6,"2016-06-25",62.1,52.1,75,53.1,0,688
"1516",7,2016,6,"2016-06-26",60.8,49.4,71.1,50,0,582
"1517",1,2016,6,"2016-06-27",64.3,58.3,71.1,50,0,718
"1518",2,2016,6,"2016-06-28",66.1,64,71.1,60.1,1,675
"1519",3,2016,6,"2016-06-29",67.2,64.8,72,64,1,687
"1520",4,2016,6,"2016-06-30",68.9,63.6,77,63,1,761
"1521",5,2016,7,"2016-07-01",66.9,63.6,77,61,1,752
"1522",6,2016,7,"2016-07-02",69.4,62.8,75.9,61,1,570
"1523",7,2016,7,"2016-07-03",67.2,58,75.9,55.9,0,448
"1524",1,2016,7,"2016-07-04",68.4,62.6,75.9,55.9,0,488
"1525",2,2016,7,"2016-07-05",67.1,65.3,75.9,64,1,663
"1526",3,2016,7,"2016-07-06",71.8,65.3,81,64,1,680
"1527",4,2016,7,"2016-07-07",68.7,66.7,81,64,1,603
"1528",5,2016,7,"2016-07-08",65.7,64.2,70,60.8,1,612
"1529",6,2016,7,"2016-07-09",61.7,58.6,70,59,0,498
"1530",7,2016,7,"2016-07-10",63,60.1,70,59,1,508
"1531",1,2016,7,"2016-07-11",63.1,58.4,70,55,0,618
"1532",2,2016,7,"2016-07-12",66.7,61.2,78.1,55,0,662
"1533",3,2016,7,"2016-07-13",67.2,63.3,78.1,57.9,0,607
"1534",4,2016,7,"2016-07-14",69.1,65.9,75,64,0,741
"1535",5,2016,7,"2016-07-15",70.7,67.9,75,66,1,798
"1536",6,2016,7,"2016-07-16",73.5,67.3,84.9,66.9,0,623
"1537",7,2016,7,"2016-07-17",70.6,68.7,84.9,66.9,1,574
"1538",1,2016,7,"2016-07-18",71.1,69,75.9,66,1,725
"1539",2,2016,7,"2016-07-19",73.8,65.7,81,66.9,0,699
"1540",3,2016,7,"2016-07-20",68.3,55.6,81,60.1,0,698
"1541",4,2016,7,"2016-07-21",70.4,63.4,80.1,60.1,0,731
"1542",5,2016,7,"2016-07-22",72.4,68.4,80.1,61,0,769
"1543",6,2016,7,"2016-07-23",74.3,68.6,82,68,0,650
"1544",7,2016,7,"2016-07-24",73.2,63.2,82,64.9,0,566
"1545",1,2016,7,"2016-07-25",71.5,68.8,80.1,64.9,0,698
"1546",2,2016,7,"2016-07-26",75.3,69.3,82,68,0,688
"1547",3,2016,7,"2016-07-27",75.4,66.3,82,70,0,690
"1548",4,2016,7,"2016-07-28",72.2,69,81,68,0,709
"1549",5,2016,7,"2016-07-29",70.8,68.3,78.1,66.9,1,774
"1550",6,2016,7,"2016-07-30",70.8,66.9,78.1,64.9,0,599
"1551",7,2016,7,"2016-07-31",67.5,64.8,72,64.4,1,529
"1552",1,2016,8,"2016-08-01",68.2,62.4,75,64,0,569
"1553",2,2016,8,"2016-08-02",66.9,61.9,75,61,0,602
"1554",3,2016,8,"2016-08-03",67.4,60,73.9,61,0,687
"1555",4,2016,8,"2016-08-04",64.2,57.8,73.9,55.9,0,715
"1556",5,2016,8,"2016-08-05",65.3,60.4,73.9,55,1,700
"1557",6,2016,8,"2016-08-06",71.3,67.5,75.9,55,0,578
"1558",7,2016,8,"2016-08-07",74.2,65,82,66.9,1,540
"1559",1,2016,8,"2016-08-08",71.3,61.3,82,62.1,0,632
"1560",2,2016,8,"2016-08-09",71.5,64.7,80.1,62.1,0,650
"1561",3,2016,8,"2016-08-10",70.6,67.2,80.1,64,0,618
"1562",4,2016,8,"2016-08-11",73.6,71.8,79,66.9,1,672
"1563",5,2016,8,"2016-08-12",74.3,72.2,79,71.1,1,729
"1564",6,2016,8,"2016-08-13",75.9,73.3,82.9,71.1,1,614
"1565",7,2016,8,"2016-08-14",75.3,73.3,80.1,69.8,1,521
"1566",1,2016,8,"2016-08-15",77.5,69.4,84,70,0,643
"1567",2,2016,8,"2016-08-16",73.1,69,84,66.9,0,644
"1568",3,2016,8,"2016-08-17",76.5,70,82,70,0,658
"1569",4,2016,8,"2016-08-18",71.5,65.7,82,64.9,0,635
"1570",5,2016,8,"2016-08-19",74.4,65.7,81,64.9,0,707
"1571",6,2016,8,"2016-08-20",69.1,62.1,81,63,0,579
"1572",7,2016,8,"2016-08-21",68.3,63.6,75.9,63,0,512
"1573",1,2016,8,"2016-08-22",73.8,66.7,81,63,1,669
"1574",2,2016,8,"2016-08-23",69,52.6,81,64,0,637
"1575",3,2016,8,"2016-08-24",70.1,63.3,77,63,0,635
"1576",4,2016,8,"2016-08-25",71.7,66.5,77,63,0,659
"1577",5,2016,8,"2016-08-26",73.4,70,79,68,0,756
"1578",6,2016,8,"2016-08-27",74.4,64.2,81,66.9,1,624
"1579",7,2016,8,"2016-08-28",67.7,61.7,81,57.9,1,559
"1580",1,2016,8,"2016-08-29",72.5,66.3,82.9,57.9,0,673
"1581",2,2016,8,"2016-08-30",67.7,59.2,82.9,59,0,622
"1582",3,2016,8,"2016-08-31",70.4,65.7,75.9,59,0,661
"1583",4,2016,9,"2016-09-01",71.5,67,77,66.9,0,675
"1584",5,2016,9,"2016-09-02",69.2,63.2,77,62.1,0,697
"1585",6,2016,9,"2016-09-03",63.2,57.5,75,55.9,0,498
"1586",7,2016,9,"2016-09-04",65.3,57.4,73,55.9,0,466
"1588",2,2016,9,"2016-09-06",69.9,65.8,75.9,62.1,0,626
"1589",3,2016,9,"2016-09-07",70.3,66.8,77,64.9,0,648
"1590",4,2016,9,"2016-09-08",68.5,66.8,77,66,1,717
"1591",5,2016,9,"2016-09-09",71.4,68.3,79,66,1,715
"1592",6,2016,9,"2016-09-10",71.9,67,79,68,1,598
"1593",7,2016,9,"2016-09-11",71.3,67.8,78.1,64.9,1,538
"1594",1,2016,9,"2016-09-12",65.1,52.1,78.1,55.9,0,648
"1595",2,2016,9,"2016-09-13",64.1,55.9,71.1,55.9,0,779
"1596",3,2016,9,"2016-09-14",68.4,61.8,73.9,57.9,0,779
"1597",4,2016,9,"2016-09-15",64.5,53.4,73.9,53.1,0,757
"1598",5,2016,9,"2016-09-16",57.7,47.7,66.9,48,0,780
"1599",6,2016,9,"2016-09-17",62.6,57.6,73,48,0,646
"1600",7,2016,9,"2016-09-18",70.6,67.3,75,66.9,0,535
"1601",1,2016,9,"2016-09-19",71,68.8,75,68,0,680
"1602",2,2016,9,"2016-09-20",71.1,69.3,75,66,0,619
"1603",3,2016,9,"2016-09-21",70,64.4,77,62.1,1,621
"1604",4,2016,9,"2016-09-22",67.2,57.8,79,57.9,0,660
"1605",5,2016,9,"2016-09-23",66.3,62.1,79,55.9,1,812
"1606",6,2016,9,"2016-09-24",60.7,49.5,75.9,50,0,612
"1607",7,2016,9,"2016-09-25",57.6,39.4,66,48,0,572
"1608",1,2016,9,"2016-09-26",55.2,41.1,64.9,44.1,0,623
"1609",2,2016,9,"2016-09-27",65.4,59.8,66.9,60.1,0,659
"1610",3,2016,9,"2016-09-28",63.1,60.7,66.2,60.1,0,637
"1611",4,2016,9,"2016-09-29",60,54.9,64.9,57.9,0,624
"1613",6,2016,10,"2016-10-01",62,60.2,64.9,59,1,581
"1614",7,2016,10,"2016-10-02",61.3,59.2,64.9,59,1,486
"1615",1,2016,10,"2016-10-03",60.5,56.1,66,57,0,490
"1616",2,2016,10,"2016-10-04",60.5,54.2,66,55.9,0,523
"1617",3,2016,10,"2016-10-05",58.7,53.2,62.1,55.4,0,695
"1618",4,2016,10,"2016-10-06",57.3,50.9,66,48.9,0,764
"1619",5,2016,10,"2016-10-07",55.6,49.7,70,44.1,1,754
"1620",6,2016,10,"2016-10-08",58.7,55.5,70,44.1,1,633
"1621",7,2016,10,"2016-10-09",62.2,59.7,69.1,46.9,0,480
"1622",1,2016,10,"2016-10-10",54.1,43.8,57,51.8,0,539
"1623",2,2016,10,"2016-10-11",54.3,42.2,60.1,46.9,0,739
"1624",3,2016,10,"2016-10-12",52.8,46.7,63,42.1,0,498
"1625",4,2016,10,"2016-10-13",59.6,56.6,66.9,42.1,0,757
"1626",5,2016,10,"2016-10-14",55.9,45.7,66.9,48,0,767
"1627",6,2016,10,"2016-10-15",50.5,38.8,60.1,41,0,641
"1628",7,2016,10,"2016-10-16",55.2,47.6,66,39.9,0,503
"1629",1,2016,10,"2016-10-17",64.5,59,72,60.1,0,585
"1630",2,2016,10,"2016-10-18",63.8,61.6,73.9,59,1,590
"1631",3,2016,10,"2016-10-19",65.6,62.5,71.1,59,0,676
"1632",4,2016,10,"2016-10-20",60.4,54.3,71.1,52,1,662
"1634",6,2016,10,"2016-10-22",61.3,58.9,70,50,1,629
"1635",7,2016,10,"2016-10-23",53.7,35.4,64,50,0,534
"1636",1,2016,10,"2016-10-24",57.5,41.6,61,50,0,573
"1637",2,2016,10,"2016-10-25",49.1,29.5,61,45,0,566
"1638",3,2016,10,"2016-10-26",44.7,28.1,53.1,41,0,706
"1640",5,2016,10,"2016-10-28",51.8,46.3,59,39.9,0,798
"1641",6,2016,10,"2016-10-29",51,44.8,59,46,0,614
"1642",7,2016,10,"2016-10-30",61.1,52.4,69.1,46.9,0,557
"1643",1,2016,10,"2016-10-31",48.3,41.9,52,42.1,0,655
"1644",2,2016,11,"2016-11-01",46.2,37.1,53.1,34,0,732
"1645",3,2016,11,"2016-11-02",55.9,49.9,63,34,0,665
"1646",4,2016,11,"2016-11-03",58.8,56.2,63,51.1,1,689
"1647",5,2016,11,"2016-11-04",53.6,44.3,63,48.9,0,777
"1648",6,2016,11,"2016-11-05",47.8,33.6,55.9,36,0,626
"1649",7,2016,11,"2016-11-06",49.9,42.3,55.9,36,0,532
"1650",1,2016,11,"2016-11-07",47.4,36.7,54,43,0,699
"1651",2,2016,11,"2016-11-08",47.2,38.2,57,39,0,620
"1652",3,2016,11,"2016-11-09",51.6,46.1,61,39,1,541
"1653",4,2016,11,"2016-11-10",49.4,40.5,61,44.1,0,706
"1654",5,2016,11,"2016-11-11",54.9,41,63,46.9,0,665
"1655",6,2016,11,"2016-11-12",42.1,25.4,46,39,0,603
"1656",7,2016,11,"2016-11-13",51.3,36.2,57,37.9,0,518
"1657",1,2016,11,"2016-11-14",54.4,44.6,62.1,46.9,0,668
"1658",2,2016,11,"2016-11-15",54.8,50.1,62.1,46.9,0,741
"1659",3,2016,11,"2016-11-16",54.4,49.5,59,51.1,0,705
"1660",4,2016,11,"2016-11-17",48.6,43,57,41,0,707
"1661",5,2016,11,"2016-11-18",50.9,44.1,55,41,0,776
"1662",6,2016,11,"2016-11-19",50.1,47.2,54,48,0,692
"1663",7,2016,11,"2016-11-20",47,42.3,50,41,1,529
"1664",1,2016,11,"2016-11-21",38.8,23.3,51.1,37,0,684
"1665",2,2016,11,"2016-11-22",37.7,21.4,43,34,0,765
"1666",3,2016,11,"2016-11-23",37.1,23.3,44.1,30.9,0,807
"1667",4,2016,11,"2016-11-24",42.2,34.3,48.9,30,0,428
"1668",5,2016,11,"2016-11-25",48.6,43.1,51.1,34,0,455
"1669",6,2016,11,"2016-11-26",47,45,48.9,41,1,463
"1670",7,2016,11,"2016-11-27",43.4,34.6,48.9,39.9,0,466
"1671",1,2016,11,"2016-11-28",39.5,26.7,46.9,33.1,0,647
"1672",2,2016,11,"2016-11-29",43.8,38.5,53.6,33.1,0,752
"1673",3,2016,11,"2016-11-30",52.9,51.3,57.2,48.2,1,730
"1674",4,2016,12,"2016-12-01",53.4,49.7,57,48.9,1,734
"1675",5,2016,12,"2016-12-02",46.4,32.8,57,43,0,690
"1676",6,2016,12,"2016-12-03",43.8,28.3,50,39.9,0,592
"1677",7,2016,12,"2016-12-04",38.2,24.3,48,34,0,482
"1678",1,2016,12,"2016-12-05",37.9,30.9,46.9,26.1,0,791
"1679",2,2016,12,"2016-12-06",41.7,31.3,46.9,30.9,0,711
"1680",3,2016,12,"2016-12-07",42.8,37.1,46,39,0,637
"1681",4,2016,12,"2016-12-08",42.7,35.1,46.9,37,0,635
"1682",5,2016,12,"2016-12-09",36.6,19.2,46.9,34,0,701
"1683",6,2016,12,"2016-12-10",28.2,9.9,39.9,24.1,0,555
"1684",7,2016,12,"2016-12-11",29.9,13.3,36,24.1,0,522
"1685",1,2016,12,"2016-12-12",43.6,40.4,53.1,25,0,665
"1686",2,2016,12,"2016-12-13",39.7,26.9,53.1,35.1,0,630
"1687",3,2016,12,"2016-12-14",41.2,31.1,44.1,35.1,0,689
"1688",4,2016,12,"2016-12-15",29.8,14,44.1,19.9,1,749
"1689",5,2016,12,"2016-12-16",18.2,-2.1,23,12.9,0,792
"1690",6,2016,12,"2016-12-17",36.2,31.3,52,12,0,623
"1691",7,2016,12,"2016-12-18",49.8,48,57,43,1,521
"1692",1,2016,12,"2016-12-19",35.3,22.9,57.9,30,0,722
"1693",2,2016,12,"2016-12-20",34.8,25.3,41,30,0,719
"1694",3,2016,12,"2016-12-21",38.8,29,43,30,0,676
"1695",4,2016,12,"2016-12-22",38.9,32.3,46,27,0,700
"1696",5,2016,12,"2016-12-23",39,28.8,46,27,0,692
"1697",6,2016,12,"2016-12-24",44.1,39.3,48.9,36,0,554
"1700",2,2016,12,"2016-12-27",49.8,46.9,53.1,44.1,1,569
"1701",3,2016,12,"2016-12-28",39.1,26.8,53.1,34,0,546
"1702",4,2016,12,"2016-12-29",37.3,29.4,48.9,24.1,0,542
"1703",5,2016,12,"2016-12-30",40.4,29.9,50,24.1,0,583
"1704",6,2016,12,"2016-12-31",35.8,21.1,44.1,30,0,465
"1705",7,2017,1,"2017-01-01",44.4,33.6,48,39,0,485
"1706",1,2017,1,"2017-01-02",37.4,28.7,50,26.1,0,449
"1707",2,2017,1,"2017-01-03",44.3,40.7,48.9,42.1,0,659
"1708",3,2017,1,"2017-01-04",46.5,43.7,53.1,42.1,1,590
"1709",4,2017,1,"2017-01-05",36.4,19.7,48,32,0,552
"1710",5,2017,1,"2017-01-06",31.7,25.8,41,28.9,1,600
"1713",1,2017,1,"2017-01-09",18.3,5.7,28,15.1,0,669
"1714",2,2017,1,"2017-01-10",35.6,26.3,42.1,15.1,0,597
"1715",3,2017,1,"2017-01-11",45,40.9,50,28.9,0,629
"1716",4,2017,1,"2017-01-12",47.8,45.5,53.1,42.1,0,646
"1717",5,2017,1,"2017-01-13",46.8,37.5,50,37.9,0,604
"1718",6,2017,1,"2017-01-14",29.8,13.4,50,25,0,495
"1719",7,2017,1,"2017-01-15",33.6,24.8,36,25,0,490
"1720",1,2017,1,"2017-01-16",31.6,20.7,43,21,0,477
"1721",2,2017,1,"2017-01-17",40,30.9,44.1,37,0,657
"1722",3,2017,1,"2017-01-18",41.6,38.5,44.1,36,0,549
"1723",4,2017,1,"2017-01-19",40.7,36.9,45,37,0,610
"1724",5,2017,1,"2017-01-20",39.9,32.5,45,37,0,605
"1725",6,2017,1,"2017-01-21",42.3,37.5,46,37,1,475
"1727",1,2017,1,"2017-01-23",40.9,34.4,44.1,37.4,0,667
"1728",2,2017,1,"2017-01-24",48.9,46.9,55,37.9,1,564
"1729",3,2017,1,"2017-01-25",41.1,35.1,55,37.9,0,576
"1730",4,2017,1,"2017-01-26",44.3,39.9,50,37.9,0,563
"1731",5,2017,1,"2017-01-27",42.1,29.8,45,39.9,0,583
"1732",6,2017,1,"2017-01-28",38.7,23.1,45,36,0,501
"1733",7,2017,1,"2017-01-29",38,26.4,43,34,0,428
"1734",1,2017,1,"2017-01-30",34,23.1,43,24.1,0,545
"1735",2,2017,1,"2017-01-31",28.1,14.6,39.9,21.9,1,571
"1736",3,2017,2,"2017-02-01",38.7,31.3,45,21.9,0,574
"1737",4,2017,2,"2017-02-02",37.7,24.2,45,30,0,586
"1738",5,2017,2,"2017-02-03",30.9,14,44.1,26.1,0,609
"1739",6,2017,2,"2017-02-04",28.4,10.8,33.1,24.1,0,541
"1740",7,2017,2,"2017-02-05",36.1,23.7,44.1,24.1,0,429
"1741",1,2017,2,"2017-02-06",37.5,21,44.1,30.9,0,568
"1742",2,2017,2,"2017-02-07",38.1,32.2,46.9,25,0,626
"1743",3,2017,2,"2017-02-08",46.2,43.9,50,42.1,1,673
"1744",4,2017,2,"2017-02-09",38.1,33.3,51.1,24.1,1,507
"1745",5,2017,2,"2017-02-10",21,9.1,27,16,1,708
"1746",6,2017,2,"2017-02-11",32,24.7,41,16,0,511
"1747",7,2017,2,"2017-02-12",35.6,32.1,41,23,0,439
"1748",1,2017,2,"2017-02-13",35.9,30.3,44.6,28.9,1,642
"1749",2,2017,2,"2017-02-14",30.1,19.1,33.1,26.6,0,688
"1750",3,2017,2,"2017-02-15",36.6,32.7,44.1,21.9,0,603
"1751",4,2017,2,"2017-02-16",36.1,28.8,44.1,21.9,1,652
"1752",5,2017,2,"2017-02-17",31.8,17.3,39,26.1,0,680
"1753",6,2017,2,"2017-02-18",37,26.6,46.9,24.1,0,570
"1754",7,2017,2,"2017-02-19",47.8,36.9,57,41,0,438
"1755",1,2017,2,"2017-02-20",41.9,29.5,59,36,0,428
"1756",2,2017,2,"2017-02-21",37.1,26.6,46,30,0,483
"1757",3,2017,2,"2017-02-22",40.6,35.2,46.9,32,0,477
"1758",4,2017,2,"2017-02-23",44,41.7,48.9,37,1,581
"1759",5,2017,2,"2017-02-24",47.5,44.3,54,39.9,1,657
"1760",6,2017,2,"2017-02-25",49.8,46.6,57.9,44.1,1,573
"1761",7,2017,2,"2017-02-26",43,31.2,57.9,37.9,1,462
"1762",1,2017,2,"2017-02-27",39.1,25.5,48,30,0,540
"1763",2,2017,2,"2017-02-28",44.2,39.9,48.9,30,0,591
"1764",3,2017,3,"2017-03-01",47.4,45.8,52,41,1,571
"1765",4,2017,3,"2017-03-02",47.8,36.9,52,37.9,0,653
"1766",5,2017,3,"2017-03-03",33.2,8.8,51.1,28,0,745
"1767",6,2017,3,"2017-03-04",22.9,0.1,37,18,0,536
"1768",7,2017,3,"2017-03-05",20.8,-1.7,33.1,12,0,489
"1769",1,2017,3,"2017-03-06",28.9,11.2,36,12,0,618
"1770",2,2017,3,"2017-03-07",36.7,27.5,45,24.1,0,637
"1771",3,2017,3,"2017-03-08",45.9,42.6,48.9,30,1,609
"1772",4,2017,3,"2017-03-09",45.9,34.3,52,41,0,665
"1773",5,2017,3,"2017-03-10",35.5,26.4,52,30,1,612
